wavelength_nm,sensitivity
5.710000000000000000e+02,6.157640758724900465e-01
5.720000000000000000e+02,6.004003366439475409e-01
5.730000000000000000e+02,5.850296486245402106e-01
5.740000000000000000e+02,5.696722911228762065e-01
5.750000000000000000e+02,5.543479332574337004e-01
5.760000000000000000e+02,5.390755835564979837e-01
5.770000000000000000e+02,5.238735464985831980e-01
5.780000000000000000e+02,5.087593860405444923e-01
5.790000000000000000e+02,4.937498960830992711e-01
5.800000000000000000e+02,4.788610777312682365e-01
5.810000000000000000e+02,4.641081231219806313e-01
5.820000000000000000e+02,4.495054055136144533e-01
5.830000000000000000e+02,4.350664752635250432e-01
5.840000000000000000e+02,4.208040612603414776e-01
5.850000000000000000e+02,4.067300773282991888e-01
5.860000000000000000e+02,3.928556330814641506e-01
5.870000000000000000e+02,3.791910486764344945e-01
5.880000000000000000e+02,3.657458728928800751e-01
5.890000000000000000e+02,3.525289039619570186e-01
5.900000000000000000e+02,3.395482125628547787e-01
5.910000000000000000e+02,3.268111664171902686e-01
5.920000000000000000e+02,3.143244559291104578e-01
5.930000000000000000e+02,3.020941203453814117e-01
5.940000000000000000e+02,2.901255739438415859e-01
5.950000000000000000e+02,2.784236317996564569e-01
5.960000000000000000e+02,2.669925347263450988e-01
5.970000000000000000e+02,2.558359730415838418e-01
5.980000000000000000e+02,2.449571088656609941e-01
5.990000000000000000e+02,2.343585967221793742e-01
6.000000000000000000e+02,2.240426022751126622e-01
6.010000000000000000e+02,2.140108191026311724e-01
6.020000000000000000e+02,2.042644834748260363e-01
6.030000000000000000e+02,1.948043871684352057e-01
6.040000000000000000e+02,1.856308884153679839e-01
6.050000000000000000e+02,1.767439211418879719e-01
6.060000000000000000e+02,1.681430027102333025e-01
6.070000000000000000e+02,1.598272404227783772e-01
6.080000000000000000e+02,1.517953370892908549e-01
6.090000000000000000e+02,1.440455959890560300e-01
6.100000000000000000e+02,1.365759255807889871e-01
6.110000000000000000e+02,1.293838443233960300e-01
6.120000000000000000e+02,1.224664859694680336e-01
6.130000000000000000e+02,1.158206056807596918e-01
6.140000000000000000e+02,1.094425872910922831e-01
6.150000000000000000e+02,1.033284520078832092e-01
6.160000000000000000e+02,9.747386879989294872e-02
6.170000000000000000e+02,9.187416666723910441e-02
6.180000000000000000e+02,8.652434893204229149e-02
6.190000000000000000e+02,8.141910962620149683e-02
6.200000000000000000e+02,7.655285198892702869e-02
6.210000000000000000e+02,7.191970902296176971e-02
6.220000000000000000e+02,6.751356599712475537e-02
6.230000000000000000e+02,6.332808472587950210e-02
6.240000000000000000e+02,5.935672940594509395e-02
6.250000000000000000e+02,5.559279374698490594e-02
6.260000000000000000e+02,5.202942909931949217e-02
6.270000000000000000e+02,4.865967325714441738e-02
6.280000000000000000e+02,4.547647960125431738e-02
6.290000000000000000e+02,4.247274624071769450e-02
6.300000000000000000e+02,3.964134481788403330e-02
6.310000000000000000e+02,3.697514865477732893e-02
6.320000000000000000e+02,3.446705994031032394e-02
6.330000000000000000e+02,3.211003568560150123e-02
6.340000000000000000e+02,2.989711220764519964e-02
6.350000000000000000e+02,2.782142793822603086e-02
6.360000000000000000e+02,2.587624439389928088e-02
6.370000000000000000e+02,2.405496518268019496e-02
6.380000000000000000e+02,2.235115296261002901e-02
6.390000000000000000e+02,2.075854430545181345e-02
6.400000000000000000e+02,1.927106245454444575e-02
6.410000000000000000e+02,1.788282799854835209e-02
6.420000000000000000e+02,1.658816751193659816e-02
6.430000000000000000e+02,1.538162023825544872e-02
6.440000000000000000e+02,1.425794291323232398e-02
6.450000000000000000e+02,1.321211284170837816e-02
6.460000000000000000e+02,1.223932935523280342e-02
6.470000000000000000e+02,1.133501378617887689e-02
6.480000000000000000e+02,1.049480809972943088e-02
6.490000000000000000e+02,9.714572327372430691e-03
6.500000000000000000e+02,8.990380945047480449e-03
6.510000000000000000e+02,8.318518336182934361e-03
6.520000000000000000e+02,7.695473474978525678e-03
6.530000000000000000e+02,7.117933958809743306e-03
6.540000000000000000e+02,6.582779510928856055e-03
6.550000000000000000e+02,6.087075066058543135e-03
6.560000000000000000e+02,5.628063542321309377e-03
6.570000000000000000e+02,5.203158393492380435e-03
6.580000000000000000e+02,4.809936026034512986e-03
6.590000000000000000e+02,4.446128155962791005e-03
6.600000000000000000e+02,4.109614171453928461e-03
6.610000000000000000e+02,3.798413558376014312e-03
6.620000000000000000e+02,3.510678437667402903e-03
6.630000000000000000e+02,3.244686255799925177e-03
6.640000000000000000e+02,2.998832662463256447e-03
6.650000000000000000e+02,2.771624603125985662e-03
6.660000000000000000e+02,2.561673648269582534e-03
6.670000000000000000e+02,2.367689575844427342e-03
6.680000000000000000e+02,2.188474218845333930e-03
6.690000000000000000e+02,2.022915585816689125e-03
6.700000000000000000e+02,1.869982258546089987e-03
6.710000000000000000e+02,1.728718068149377165e-03
6.720000000000000000e+02,1.598237048152070404e-03
6.730000000000000000e+02,1.477718660992450922e-03
6.740000000000000000e+02,1.366403292568131806e-03
6.750000000000000000e+02,1.263588007984371145e-03
6.760000000000000000e+02,1.168622560498219038e-03
6.770000000000000000e+02,1.080905644754652506e-03
6.780000000000000000e+02,9.998813847437902028e-04
6.790000000000000000e+02,9.250360464429211891e-04
6.800000000000000000e+02,8.558949648137102089e-04
6.810000000000000000e+02,7.920196746787878071e-04
6.820000000000000000e+02,7.330052349793393781e-04
6.830000000000000000e+02,6.784777359957332469e-04
6.840000000000000000e+02,6.280919792779796713e-04
6.850000000000000000e+02,5.815293202661985525e-04
6.860000000000000000e+02,5.384956638684362980e-04
6.870000000000000000e+02,4.987196035921960882e-04
6.880000000000000000e+02,4.619506951861657206e-04
6.890000000000000000e+02,4.279578561307281824e-04
6.900000000000000000e+02,3.965278827120738252e-04
6.910000000000000000e+02,3.674640768187418692e-04
6.920000000000000000e+02,3.405849750056517402e-04
6.930000000000000000e+02,3.157231727747633132e-04
6.940000000000000000e+02,2.927242374196166387e-04
6.950000000000000000e+02,2.714457031704414574e-04
6.960000000000000000e+02,2.517561427547839121e-04
6.970000000000000000e+02,2.335343098541831411e-04
6.980000000000000000e+02,2.166683472886613091e-04
6.990000000000000000e+02,2.010550560972483255e-04
7.000000000000000000e+02,1.865992210034222076e-04
7.010000000000000000e+02,1.732129880591364425e-04
7.020000000000000000e+02,1.608152905499728863e-04
7.030000000000000000e+02,1.493313195167948282e-04
7.040000000000000000e+02,1.386920355065503023e-04
7.050000000000000000e+02,1.288337184068471587e-04
7.060000000000000000e+02,1.196975524459926955e-04
7.070000000000000000e+02,1.112292436530482330e-04
7.080000000000000000e+02,1.033786672714897295e-04
7.090000000000000000e+02,9.609954280599112989e-05
7.100000000000000000e+02,8.934913455530949552e-05
7.110000000000000000e+02,8.308797564576468457e-05
7.120000000000000000e+02,7.727961373018408142e-05
7.130000000000000000e+02,7.189037665688563093e-05
7.140000000000000000e+02,6.688915654303832770e-05
7.150000000000000000e+02,6.224721080714158835e-05
7.160000000000000000e+02,5.793797882695006686e-05
7.170000000000000000e+02,5.393691299256276353e-05
7.180000000000000000e+02,5.022132302009617787e-05
7.190000000000000000e+02,4.677023247988819924e-05
7.200000000000000000e+02,4.356424657503712679e-05
